name,party,Constituency & State,gender,is_nominated,nth loksabha
"Kuppuswamy,Shri C.K.",Congress(I),Coimbatore (Tamil Nadu ),male,0,8
"Kurien,Prof. P.J.",Congress(I),Idukki (Kerala ),male,0,8
"Kurup,Adv. Suresh",CPI(M),Kottayam (Kerala ),male,0,8
"Lachchi Ram,Chaudhary",Congress(I),Jalaur-SC (Uttar Pradesh ),male,0,8
"Lal Duhoma,Shri",Congress(I),Mizoram-ST (Mizoram ),male,0,8
"Law,Shri Asutosh",Congress(I),Dumdum (West Bengal ),male,0,8
"Lowang,Shri Wangpha",Congress(I),Arunachal East (Arunachal Pradesh ),male,0,8
"Mahabir Prasad,Shri",Congress(I),Banasgaon-SC (Uttar Pradesh ),male,0,8
"Mahajan,Shri Yadav Shivram",Congress(I),Jalgaon (Maharashtra ),male,0,8
"Mahalingam,Shri M.",AIADMK,Nagapattinam-SC (Tamil Nadu ),male,0,8
"Mahata,Shri Chitta Ranjan",AIFB,Purulia (West Bengal ),male,0,8
"Mahendra Singh,Shri",Congress(I),Guna (Madhya Pradesh ),male,0,8
"Maken,Shri Lalit",Congress(I),South Delhi (NCT of Delhi ),male,0,8
"Makwana,Shri Narsingh",Congress(I),Dhandhuka-SC (Gujarat ),male,0,8
"Malik,Shri Dharam Pal Singh",Congress(I),Sonepat (Haryana ),male,0,8
"Malik,Shri Purna Chandra",CPI(M),Durgapur-SC (West Bengal ),male,0,8
"Mallick,Shri Lakshman",Congress(I),Jagatsinghpur (Odisha ),male,0,8
"Malviya,Shri Bapulal",Congress(I),Shajapur-SC (Madhya Pradesh ),male,0,8
"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal ),male,0,8
"Mane,Shri Rajaram Alias Balasaheb Shankarrao",Congress(I),Ichalkaranji (Maharashtra ),male,0,8
"Mane,Shri Murlidhar",Congress(I),Nashik (Maharashtra ),male,0,8
"Manvendra Singh,Shri",Congress(I),Mathura (Uttar Pradesh ),male,0,8
"Martand Singh,Shri",Congress(I),Rewa (Madhya Pradesh ),male,0,8
"Meena,Shri Ram Kumar",Congress(I),Sawai Madhopur-ST (Rajasthan ),male,0,8
"Mehta,Shri Haroobhai",Congress(I),Ahmedabad (Gujarat ),male,0,8
"Mirdha,Shri Ram Niwas",Congress(I),Nagaur (Rajasthan ),male,0,8
"Mishra,Dr. Prabhat Kumar",Congress(I),Janjgir (Madhya Pradesh ),male,0,8
"Mishra,Shri Vijay Kumar",Janata Party,Darbhanga (Bihar ),male,0,8
"Mishra,Shri Gargi Shankar",Congress(I),Seoni (Madhya Pradesh ),male,0,8
"Mishra,Shri Shripati",Congress(I),Machhlishahr (Uttar Pradesh ),male,0,8
"Mishra,Shri Umakant",Congress(I),Mirzapur (Uttar Pradesh ),male,0,8
"Mishra,Shri Ram Nagina",Congress(I),Salempur (Uttar Pradesh ),male,0,8
"Misra,Shri Nityananda",Congress(I),Bolangir (Odisha ),male,0,8
"Misra,Shri Satyagopal",CPI(M),Tamluk (West Bengal ),male,0,8
"Modi,Shri Vishnu Kumar",Congress(I),Ajmer (Rajasthan ),male,0,8
"Mohandas,Shri K.",KEC,Mukundapuram (Kerala ),male,0,8
"Mohanty,Shri Brajmohan",Congress(I),Puri (Odisha ),male,0,8
"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal ),male,0,8
"More,Shri Ramkrishna",Congress(I),Khed (Maharashtra ),male,0,8
"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal ),female,0,8
"Mukhopadhyay,Shri Ananda Gopal",Congress(I),Asansol (West Bengal ),male,0,8
"Mullappally,Shri Ramachandran",Congress(I),Cannanore (Kerala ),male,0,8
"Mundackal,Shri George Joseph",KEC,Muvattupuzha (Kerala ),male,0,8
"Murmu,Shri Sidha Lal",Congress(I),Mayurbhanj-ST (Odisha ),male,0,8
"Murthy,Shri M.V.Chandrashekhara",Congress(I),Kanakapura (Karnataka ),male,0,8
"Murugaiah,Shri A.R.",Congress(I),Karur (Tamil Nadu ),male,0,8
"Mushran,Col. Ajay Narayan",Congress(I),Jabalpur (Madhya Pradesh ),male,0,8
"Muttemwar,Shri Vilas Baburao",Congress(I),Chimur (Maharashtra ),male,0,8
"Naik,Shri Devaraya G.",Congress(I),Kanara (Karnataka ),male,0,8
"Naik,Shri Shantaram L.",Congress(I),Panaji (Goa ),male,0,8
"Naikar,Shri D.K.",Congress(I),Dharwad North (Karnataka ),male,0,8
"Namgyal,Shri P.",Congress(I),Ladakh (Jammu and Kashmir ),male,0,8
"Narayana Swamy,Shri Katuri",TDP,Narasaraopet (Andhra Pradesh ),male,0,8
"Narayanan,Shri K.R.",Congress(I),Ottapalam-SC (Kerala ),male,0,8
"Narayanaswami,Shri D.",TDP,Anantapur (Andhra Pradesh ),male,0,8
"Natarajan,Shri K.R.",AIADMK,Dindigul (Tamil Nadu ),male,0,8
"Nawal Prabhakar,Smt. Sundarwati",Congress(I),Karol Bagh-SC (NCT of Delhi ),female,0,8
"Neekhra,Shri Rameshwar",Congress(I),Hoshangabad (Madhya Pradesh ),male,0,8
"Negi,Shri Chandra Mohan Singh",Congress(I),Garhwal (Uttar Pradesh ),male,0,8
"Nehru,Shri Arun Kumar",Congress(I),Raebareli (Uttar Pradesh ),male,0,8
"Netam,Shri Arvind Vishram Singh",Congress(I),Kanker-ST (Madhya Pradesh ),male,0,8
"Odedra,Shri Bharat Kumar Maldevji",Congress(I),Porbandar (Gujarat ),male,0,8
"Odeyar,Shri Channaiah",Congress(I),Davangere (Karnataka ),male,0,8
"Oraon,Smt. Sumati",Congress(I),Lohardaga-ST (Bihar ),female,0,8
"Owaisi,Shri Sultan Salahuddin",Ind.,Hyderabad (Andhra Pradesh ),male,0,8
"Packeer Mohamed,Shri E.S.M.",Congress(I),Mayuram-SC (Tamil Nadu ),male,0,8
"Padayachi,Shri S.S. Ramaswamy",Congress(I),Tindivanam (Tamil Nadu ),male,0,8
"Pande,Shri Raj Mangal",Congress(I),Deoria (Uttar Pradesh ),male,0,8
"Pandey,Shri Kali Prasad",Ind.,Gopalganj (Bihar ),male,0,8
"Pandey,Shri Madan",Congress(I),Gorakhpur (Uttar Pradesh ),male,0,8
"Pandey,Dr. Manoj",Congress(I),Bettiah (Bihar ),male,0,8
"Pandey,Shri Damodar",Congress(I),Hazaribagh (Bihar ),male,0,8
"Panigrahi,Shri Chintamani",Congress(I),Bhubaneswar (Odisha ),male,0,8
"Panigrahi,Shri Sriballava",Congress(I),Deogarh (Odisha ),male,0,8
"Panika,Shri Ram Pyare",Congress(I),Robertsganj-SC (Uttar Pradesh ),male,0,8
"Panja,Shri Ajit Kumar",Congress(I),Calcutta North East (West Bengal ),male,0,8
"Pant,Shri Krishna Chandra",Congress(I),New Delhi (NCT of Delhi ),male,0,8
"Parashar,Prof. Narain Chand",Congress(I),Hamirpur (Himachal Pradesh ),male,0,8
"Pardhi,Shri Keshaorao Atmaramji",Congress(I),Bhandara (Maharashtra ),male,0,8
"Paswan,Shri Ram Bhagat",Congress(I),Rosera-SC (Bihar ),male,0,8
"Patel,Shri H.M.",Janata Party,Sabarkantha (Gujarat ),male,0,8
"Patel,Shri Ahmed Mohammed",Congress(I),Broach (Gujarat ),male,0,8
"Patel,Shri Chhaganbhai Debabhai",Congress(I),Surat (Gujarat ),male,0,8
"Patel,Shri Mohanbhai Laljibhai",Congress(I),Junagadh (Gujarat ),male,0,8
"Patel,Shri Uttambhai Harjibhai",Congress(I),Valsad-ST (Gujarat ),male,0,8
"Patel,Dr. A.K.",BJP,Mehsana (Gujarat ),male,0,8
"Patel,Shri G.I.",Congress(I),Gandhinagar (Gujarat ),male,0,8
"Patel,Shri Ram Pujan",Congress(I),Phulpur (Uttar Pradesh ),male,0,8
"Patel,Smt. Ramabhen Ramjibhai Mavani",Congress(I),Rajkot (Gujarat ),female,0,8
"Patel,Shri Shantilal Purshottamdas",Congress(I),Godhra (Gujarat ),male,0,8
"Pathak,Shri Chandra Kishore",Congress(I),Saharsa (Bihar ),male,0,8
"Pathak,Shri Ananda",CPI(M),Darjeeling (West Bengal ),male,0,8
"Patil,Shri Veerendra",Congress(I),Gulbarga (Karnataka ),male,0,8
"Patil,Shri Dinkar Babu",Unattached,Kulaba (Maharashtra ),male,0,8
"Patil,Shri Vijay Kumar Naval",Congress(I),Erandol (Maharashtra ),male,0,8
"Patil,Shri Balasaheb Vikhe",Congress(I),Kopargaon (Maharashtra ),male,0,8
"Patil,Shri Prakash V.",Congress(I),Sangli (Maharashtra ),male,0,8
"Patil,Shri Shivraj V.",Congress(I),Latur (Maharashtra ),male,0,8
"Patil,Shri Uttamrao Deorao",Congress(I),Yavatmal (Maharashtra ),male,0,8
"Patil,Shri Hanumatgouda Bhimanagouda",Congress(I),Bagalkot (Karnataka ),male,0,8
"Patil,Shri Yashwantrao Gadakh",Congress(I),Ahmednagar (Maharashtra ),male,0,8
"Patnaik,Shri Jagnath",Congress(I),Kalahandi (Odisha ),male,0,8
"Patnaik,Shri Biju",Janata Party,Kendrapara (Odisha ),male,0,8
"Patnaik,Smt. Jayanti",Congress(I),Cuttack (Odisha ),female,0,8
"Pawar,Shri Balasaheb",Congress(I),Jalna (Maharashtra ),male,0,8
"Pawar,Shri Sharad Chandra Govindrao",Congress(S),Baramati (Maharashtra ),male,0,8
"Pawar,Shri Satyanarayan",Congress(I),Ujjain-SC (Madhya Pradesh ),male,0,8
"Penchalaiah,Shri Puchalapalli",TDP,Nellore-SC (Andhra Pradesh ),male,0,8
"Peruman,Dr. P. Vallal",Congress(I),Chidambaram-SC (Tamil Nadu ),male,0,8
"Pilot,Shri Rajesh",Congress(I),Dausa (Rajasthan ),male,0,8
"Poojary,Shri Janardhana",Congress(I),Mangalore (Karnataka ),male,0,8
"Potdukhe,Shri Shantaram",Congress(I),Chandrapur (Maharashtra ),male,0,8
"Prabhu,Shri R.",Congress(I),Nilgiris (Tamil Nadu ),male,0,8
"Pradhan,Shri K.N.",Congress(I),Bhopal (Madhya Pradesh ),male,0,8
"Pradhani,Shri Khagapati",Congress(I),Nowrangpur-ST (Odisha ),male,0,8
"Prakash Chandra,Shri",Congress(I),Barh (Bihar ),male,0,8
"Prasad,Shri V. Sreenivasa",Janata Party,Chamrajanagar-SC (Karnataka ),male,0,8
"Puran Chandra,Shri",Congress(I),Hathras-SC (Uttar Pradesh ),male,0,8
"Purohit,Shri Banwari Lal",Congress(I),Nagpur (Maharashtra ),male,0,8
"Purushothaman,Shri Vakkom",Congress(I),Alleppey (Kerala ),male,0,8
"Qureshi,Shri Aziz",Congress(I),Satna (Madhya Pradesh ),male,0,8
"Rahman,Shri Ataur",AGP,Barpeta (Assam ),male,0,8
"Rai,Shri I. Rama",Congress(I),Kasaragod (Kerala ),male,0,8
"Rai,Shri Raj Kumar",Congress(I),Ghosi (Uttar Pradesh ),male,0,8
"Rai,Shri Ram Deo",Congress(I),Samastipur (Bihar ),male,0,8
"Rajeshwaran,Dr. Vadivelu",Congress(I),Ramanathapuram (Tamil Nadu ),male,0,8
"Rajhans,Dr. G.S.",Congress(I),Jhanjharpur (Bihar ),male,0,8
"Raju,Shri Bhupati Vijaya Kumar",TDP,Narasapur (Andhra Pradesh ),male,0,8
"Raju,Shri Poosapati Ananda Gajapathi",TDP,Bobbili (Andhra Pradesh ),male,0,8
"Ram,Shri Ram Ratan",Congress(I),Hajipur-SC (Bihar ),male,0,8
"Ram,Shri Ram Swaroop",Congress(I),Gaya-SC (Bihar ),male,0,8
"Ram Awadh Prasad,Shri",Congress(I),Basti-SC (Uttar Pradesh ),male,0,8
"Ram Dhan,Shri",Congress(I),Lalganj-SC (Uttar Pradesh ),male,0,8
"Ram Samujhavan,Shri",Congress(I),Saidpur-SC (Uttar Pradesh ),male,0,8
"Ram Singh,Shri",Congress(I),Hardwar-SC (Uttar Pradesh ),male,0,8
"Ramaiah,Shri Sode",CPI,Bhadrachalam-ST (Andhra Pradesh ),male,0,8
"Ramaiah,Dr. Bolla Bulli",TDP,Eluru (Andhra Pradesh ),male,0,8
"Ramamurthy,Shri Vazhappady Koothappadayachi",Congress(I),Krishnagiri (Tamil Nadu ),male,0,8
"Ramoowalia,Shri Balwant Singh",Akali Dal,Sangrur (Punjab ),male,0,8
"Ramulu,Shri H.G.",Congress(I),Koppal (Karnataka ),male,0,8
"Rana Vir Singh,Shri",Congress(I),Kaiserganj (Uttar Pradesh ),male,0,8
"Ranga,Prof. Nayakulu G.",Congress(I),Guntur (Andhra Pradesh ),male,0,8
"Ranganath,Shri K.H.",Congress(I),Chitradurga (Karnataka ),male,0,8
"Rao,Shri Aithabathula J.Venkata Butchi Maheshwara",TDP,Amalapuram-SC (Andhra Pradesh ),male,0,8
"Rao,Dr. G. Vijaya Rama",TDP,Siddipet-SC (Andhra Pradesh ),male,0,8
"Rao,Shri J. Vengala",Congress(I),Khammam (Andhra Pradesh ),male,0,8
"Rao,Shri Juvvadi Chokka",Congress(I),Karimnagar (Andhra Pradesh ),male,0,8
"Rao,Dr. Kavuri Samba Siva",Congress(I),Machilipatnam (Andhra Pradesh ),male,0,8
"Rao,Shri V. Krishna",Congress(I),Chikballapur (Karnataka ),male,0,8
"Rao,Shri Vadde Sobhanadreeswara",TDP,Vijayawada (Andhra Pradesh ),male,0,8
"Rao,Shri Rachakonda Jagannath",Congress(I),Berhampur (Odisha ),male,0,8
"Rao,Shri P.V. Narasimha",Congress(I),Ramtek (Maharashtra ),male,0,8
"Rao Birendra Singh,Shri",Janata Party,Mahendragarh (Haryana ),male,0,8
"Rath,Shri Somnath",Congress(I),Aska (Odisha ),male,0,8
"Rathawa,Shri Amarsinh",Congress(I),Chhota Udaipur-ST (Gujarat ),male,0,8
"Rathod,Shri Uttam B.",Congress(I),Hingoli (Maharashtra ),male,0,8
"Rathore,Shri Mohar Singh",Congress(I),Churu (Rajasthan ),male,0,8
"Raut,Shri Bhola",Congress(I),Bagaha-SC (Bihar ),male,0,8
"Ravani,Shri Navin",Congress(I),Amreli (Gujarat ),male,0,8
"Rawat,Shri Harish",Congress(I),Almora (Uttar Pradesh ),male,0,8
"Rawat,Shri Kamla Prasad",Congress(I),Barabanki-SC (Uttar Pradesh ),male,0,8
"Rawat,Shri Prabhu Lal",Congress(I),Banswara-ST (Rajasthan ),male,0,8
"Ray,Dr. Sudhir",CPI(M),Burdwan (West Bengal ),male,0,8
"Reddi,Shri C. Madhava",TDP,Adilabad (Andhra Pradesh ),male,0,8
"Reddy,Shri Jaipal Sudini",Congress(I),Mahbubnagar (Andhra Pradesh ),male,0,8
"Reddy,Shri Bhim Narsinha",CPI(M),Miryalguda (Andhra Pradesh ),male,0,8
"Reddy,Shri Bezawada Papi",TDP,Ongole (Andhra Pradesh ),male,0,8
"Reddy,Shri Chandupatla Janga",BJP,Hanamkonda (Andhra Pradesh ),male,0,8
"Reddy,Dr. D.N.",TDP,Cuddapah (Andhra Pradesh ),male,0,8
"Reddy,Shri E. Ayyapu",TDP,Kurnool (Andhra Pradesh ),male,0,8
"Reddy,Shri K. Ramachandra",TDP,Hindupur (Andhra Pradesh ),male,0,8
"Reddy,Shri M. Raghuma",TDP,Nalgonda (Andhra Pradesh ),male,0,8
"Reddy,Shri M. Subba",TDP,Nandyal (Andhra Pradesh ),male,0,8
"Reddy,Shri P. Manik",TDP,Medak (Andhra Pradesh ),male,0,8
"Riyan,Shri Baju Ban",CPI(M),Tripura East-ST (Tripura ),male,0,8
"Roy,Dr. Saradish",CPI(M),Bolpur (West Bengal ),male,0,8
"Roy Pradhan,Shri Amar",AIFB,Cooch Behar-SC (West Bengal ),male,0,8
"Saha,Shri Ajit Kumar",CPI(M),Vishnupur-SC (West Bengal ),male,0,8
"Saha,Shri Gadadhar",CPI(M),Birbhum-SC (West Bengal ),male,0,8
"Sahi,Smt. Krishna",Congress(I),Begusarai (Bihar ),female,0,8
"Sahu,Shri Shiv Prasad",Congress(I),Ranchi (Bihar ),male,0,8
"Saikia,Shri Gakul",AGP,Lakhimpur (Assam ),male,0,8
"Saikia,Shri Muhi Ram",AGP,Nowgong (Assam ),male,0,8
"Sait,Shri Ebrahim Sulaiman",ML,Manjeri (Kerala ),male,0,8
"Sakargayam,Shri Kalicharan",Congress(I),Khandwa (Madhya Pradesh ),male,0,8
"Salahuddin,Prof.",Congress(I),Godda (Bihar ),male,0,8
"Samant,Dr. Datta",Ind.,Bombay South Central (Maharashtra ),male,0,8
"Sambu,Shri Chimata",TDP,Bapatla (Andhra Pradesh ),male,0,8
"Sangma,Shri Williamson A.",Congress(I),Tura (Meghalaya ),male,0,8
"Sangma,Shri Purno Agitok",Congress(I),Tura (Meghalaya ),male,0,8
"Sankhwar,Shri Ashkaran",Congress(I),Ghatampur-SC (Uttar Pradesh ),male,0,8
"Sankta Prasad,Dr.",Congress(I),Misrikh-SC (Uttar Pradesh ),male,0,8
"Sanyal,Shri Manik",CPI(M),Jalpaiguri (West Bengal ),male,0,8
"Sathe Purushottam,Shri Vasant",Congress(I),Wardha (Maharashtra ),male,0,8
"Sayeed,Shri P.M.",Congress(I),Lakshadweep-ST (Lakshadweep ),male,0,8
"Scindia,Shri Madhavrao",Congress(I),Gwalior (Madhya Pradesh ),male,0,8
"Selvendran,Shri P.",AIADMK,Periyakulam (Tamil Nadu ),male,0,8
"Sen,Shri Bhola Nath",Congress(I),Calcutta South (West Bengal ),male,0,8
"Sen,Shri Ashok Kumar",Congress(I),Calcutta North West (West Bengal ),male,0,8
"Sethi,Shri Ananta Prasad",Congress(I),Bhadrak-SC (Odisha ),male,0,8
"Sethi,Shri Prakash Chand",Congress(I),Indore (Madhya Pradesh ),male,0,8
"Shah,Shri Anoopchand Khimchand",Congress(I),Bombay North (Maharashtra ),male,0,8
"Shahabuddin,Shri Syed",Janata Party,Kishanganj (Bihar ),male,0,8
"Shahi,Shri Laliteshwar Prasad",Congress(I),Muzaffarpur (Bihar ),male,0,8
"Shailesh,Dr. Bihari Lal",Congress(I),Chail-SC (Uttar Pradesh ),male,0,8
"Shaktawat,Prof. Nirmla Kumari",Congress(I),Chittorgarh (Rajasthan ),female,0,8
"Shankar Lal,Shri",Congress(I),Pali (Rajasthan ),male,0,8
"Shankaragowda,Shri K.V.",Janata Party,Mandya (Karnataka ),male,0,8
"Shankaranand,Shri B.",Congress(I),Chikkodi-SC (Karnataka ),male,0,8
"Shanmugam,Shri A.C.",AIADMK,Vellore (Tamil Nadu ),male,0,8
"Shanmugam,Shri Panchanatham",Congress(I),Pondicherry (Pondicherry ),male,0,8
"Shanti Devi,Smt.",Congress(I),Sambhal (Uttar Pradesh ),female,0,8
"Sharma,Shri Chiranji Lal",Congress(I),Karnal (Haryana ),male,0,8
"Sharma,Pandit Nand Kishore",Congress(I),Balaghat (Madhya Pradesh ),male,0,8
"Sharma,Shri Pratap Bhanu",Congress(I),Vidisha (Madhya Pradesh ),male,0,8
"Sharma,Shri Nawal Kishore",Congress(I),Jaipur (Rajasthan ),male,0,8
"Shastri,Shri Hari Krishna",Congress(I),Fatehpur (Uttar Pradesh ),male,0,8
"Shervani,Shri Saleem Iqbal",Congress(I),Budaun (Uttar Pradesh ),male,0,8
"Shingada,Shri Damodar Barku",Congress(I),Dahanu-ST (Maharashtra ),male,0,8
"Shukla,Shri Vidya Charan",Congress(I),Mahasamund (Madhya Pradesh ),male,0,8
"Siddiq,Shri Hafiz Mohd.",Congress(I),Moradabad (Uttar Pradesh ),male,0,8
"Sidnal,Shri Shanmukhappa Basappa",Congress(I),Belgaum (Karnataka ),male,0,8
"Singaravadivel,Shri Sivanandam",Congress(I),Thanjavur (Tamil Nadu ),male,0,8
"Singh,Shri Dharam Gaj",Congress(I),Shahabad (Uttar Pradesh ),male,0,8
"Singh,Prof. N. Tombi",Congress(I),Inner Manipur (Manipur ),male,0,8
"Singh,Shri Shankar Dayal",Congress(I),Dhanbad (Bihar ),male,0,8
"Singh,Shri Vishwanath Pratap",Ind.,Allahabad (Uttar Pradesh ),male,0,8
"Singh,Shri Tilakdhari Prasad",Congress(I),Kodarma (Bihar ),male,0,8
"Singh,Kunwar Chandra Pratap Narain",Congress(I),Padrauna (Uttar Pradesh ),male,0,8
"Singh,Smt. Madhuri",Congress(I),Purnea (Bihar ),female,0,8
"Singh,Shri Motilal",Congress(I),Sidhi-ST (Madhya Pradesh ),male,0,8
"Singh,Kumari Pushpa Devi",Congress(I),Raigarh-ST (Madhya Pradesh ),female,0,8
"Singh,Shri Shivendra Bahadur",Congress(I),Rajnandgaon (Madhya Pradesh ),male,0,8
"Singh,Shri Bhanu Pratap",Congress(I),Pilibhit (Uttar Pradesh ),male,0,8
"Singh,Shri Birinder",Congress(I),Hissar (Haryana ),male,0,8
"Singh,Shri Kedar Nath",Congress(I),Hapur (Uttar Pradesh ),male,0,8
"Singh,Shri Surendra Pal",Congress(I),Bulandshahar (Uttar Pradesh ),male,0,8
"Singh,Shri A.",Ind.,South Delhi (NCT of Delhi ),male,0,8
"Singh,Shri Charanjit",Akali Dal,Ropar-SC (Punjab ),male,0,8
"Singh,Shri K. Natwar",Congress(I),Bharatpur (Rajasthan ),male,0,8
"Singh,Shri Kamla Prasad",Congress(I),Jaunpur (Uttar Pradesh ),male,0,8
"Singh,Shri Krishna",Congress(I),Bhind (Madhya Pradesh ),male,0,8
"Singh,Shri Lal Vijay Pratap",Congress(I),Surguja-ST (Madhya Pradesh ),male,0,8
"Singh,Smt. Manorama",Congress(I),Banka (Bihar ),female,0,8
"Singh,Shri Raj Karan",Congress(I),Sultanpur (Uttar Pradesh ),male,0,8
"Singh,Shri Ram Bahadur",Janata Party,Chapra (Bihar ),male,0,8
"Singh,Shri Ram Narain",Lok Dal,Bhiwani (Haryana ),male,0,8
"Singh,Shri Ram Pal",Congress(I),Amroha (Uttar Pradesh ),male,0,8
"Singh,Shri Ramashray Prasad",CPI,Jahanabad (Bihar ),male,0,8
"Singh,Shri Santosh Kumar",Congress(I),Azamgarh (Uttar Pradesh ),male,0,8
"Singh,Shri Shaminder",Akali Dal,Faridkot (Punjab ),male,0,8
"Singh,Shri Swami Prasad",Congress(I),Hamirpur (Uttar Pradesh ),male,0,8
"Singh Deo,AVSM, Brig.(Retd.) Kamakhya Prasad",Congress(I),Dhenkanal (Odisha ),male,0,8
"Sinha,Shri Satyendra Narayan",Congress(I),Aurangabad (Bihar ),male,0,8
"Sinha,Smt. Kishori",Congress(I),Vaishali (Bihar ),female,0,8
"Sinha,Shri Atish Chandra",Congress(I),Berhampore (West Bengal ),male,0,8
"Sinha,Smt. Ramdulari",Congress(I),Sheohar (Bihar ),female,0,8
"Sodi,Shri Manku Ram",Congress(I),Bastar-ST (Madhya Pradesh ),male,0,8
"Solanki,Shri Kalyan Singh",Congress(I),Aonla (Uttar Pradesh ),male,0,8
"Solanki,Shri Natwarsinh Kesarsinh",Congress(I),Kapadvanj (Gujarat ),male,0,8
"Somu,Shri N.V.N.",DMK,Madras North (Tamil Nadu ),male,0,8
"Soren,Shri Harihar",Congress(I),Keonjhar-ST (Odisha ),male,0,8
"Soundararajan,Shri N.",AIADMK,Sivakasi (Tamil Nadu ),male,0,8
"Soz,Prof. Saifuddin",NC,Baramullah (Jammu and Kashmir ),male,0,8
"Sparrow,General Rajindar Singh",Congress(I),Jullundur (Punjab ),male,0,8
"Sri Hari Rao Chundru,Shri",TDP,Rajahmundry (Andhra Pradesh ),male,0,8
"Subburaman,Shri A.G.",Congress(I),Madurai (Tamil Nadu ),male,0,8
"Sudarsan Das,Shri",Congress(S),Karimganj-SC (Assam ),male,0,8
"Sugavasi,Shri Palakondrayudu",TDP,Rajampet (Andhra Pradesh ),male,0,8
"Sukh Ram,Shri",Congress(I),Mandi (Himachal Pradesh ),male,0,8
"Sukhadia,Smt. Indubala",Congress(I),Udaipur (Rajasthan ),female,0,8
"Sukhbuns Kaur,Smt.",Congress(I),Gurdaspur (Punjab ),female,0,8
"Sultanpuri,Shri Krishan Datt",Congress(I),Shimla-SC (Himachal Pradesh ),male,0,8
"Suman,Shri Rampiyare",Congress(I),Akbarpur-SC (Uttar Pradesh ),male,0,8
"Sumbrui,Shri Bagun",Congress(I),Singhbhum-ST (Bihar ),male,0,8
"Sundararaj,Shri N.",Congress(I),Pudukkottai (Tamil Nadu ),male,0,8
"Sunder Lal,Shri",Congress(I),Hardwar-SC (Uttar Pradesh ),male,0,8
"Sunder Singh,Chaudhary",Congress(I),Phillaur-SC (Punjab ),male,0,8
"Suryawanshi,Shri Narsing Hulla",Congress(I),Bidar-SC (Karnataka ),male,0,8
"Swell,Shri Gilbert G.",Ind.,Shillong (Meghalaya ),male,0,8
"Tandel,Shri Gopal Kalan",Congress(I),Daman and Diu (Daman and Diu ),male,0,8
"Tanti,Shri Bhadreswar",AGP,Kaliabor (Assam ),male,0,8
"Tapeshwar Singh,Shri",Congress(I),Bikramganj (Bihar ),male,0,8
"Tewary,Prof. K.K.",Congress(I),Buxar (Bihar ),male,0,8
"Thakker,Smt. Usha",Congress(I),Kutch (Gujarat ),female,0,8
"Thakur,Dr. Chandreshwar Prasad",Congress(I),Patna (Bihar ),male,0,8
"Thambi Durai,Dr. M.",AIADMK,Dharmapuri (Tamil Nadu ),male,0,8
"Thampan,Shri Thomas",Janata Party,Mavelikara (Kerala ),male,0,8
"Thangaraju,Shri S.",AIADMK,Perambalur-SC (Tamil Nadu ),male,0,8
"Tharadevi,Kumari D.K.",Congress(I),Chikmagalur (Karnataka ),female,0,8
"Thomas,Prof. Kuruppassery Varkey",Congress(I),Ernakulam (Kerala ),male,0,8
"Thorat,Shri Sandipan Bhagwan",Congress(I),Pandharpur-SC (Maharashtra ),male,0,8
"Thota,Shri Gopal Krishna",TDP,Kakinada (Andhra Pradesh ),male,0,8
"Thungon,Shri Prem Khandu",Congress(I),Arunachal West (Arunachal Pradesh ),male,0,8
"Tigga,Shri Simon",Congress(I),Khunti-ST (Bihar ),male,0,8
"Tirkey,Shri Piyus",RSP,Alipurduar-ST (West Bengal ),male,0,8
"Tomar,Smt. Usha Rani",Congress(I),Aligarh (Uttar Pradesh ),female,0,8
"Tripathi,Smt. Chandra",Congress(I),Chandauli (Uttar Pradesh ),female,0,8
"Tripathi,Dr. Chandra Shekar",Congress(I),Khalilabad (Uttar Pradesh ),male,0,8
"Tulsi Ram,Shri V.",TDP,Nagarkurnool-SC (Andhra Pradesh ),male,0,8
"Tur,Shri Tarlochan Singh",Akali Dal,Taran Taran (Punjab ),male,0,8
"Tyagi,Shri Dharamvir Singh",Congress(I),Muzaffarnagar (Uttar Pradesh ),male,0,8
"Tytler,Shri Jagdish",Congress(I),Delhi Sadar (NCT of Delhi ),male,0,8
"Unnikrishnan,Shri K.P.",Congress(S),Badagara (Kerala ),male,0,8
"Vairale,Shri Madhusudan",Congress(I),Akola (Maharashtra ),male,0,8
"Van,Shri Mahant Deep Narain",Congress(I),Balarampur (Uttar Pradesh ),male,0,8
"Vankar,Shri Punam Chand Mithabhai",Congress(I),Patan-SC (Gujarat ),male,0,8
"Venkataratnam,Shri Nissankara Rao",TDP,Tenali (Andhra Pradesh ),male,0,8
"Venkatesan,Shri P.R.S.",Congress(I),Cuddalore (Tamil Nadu ),male,0,8
"Venkatesh,Dr. V.",Janata Party,Kolar-SC (Karnataka ),male,0,8
"Verma,Dr. C.S.",Congress(I),Khagaria (Bihar ),male,0,8
"Verma,Smt. Usha",Congress(I),Kheri (Uttar Pradesh ),female,0,8
"Vijayaraghavan,Shri V.S.",Congress(I),Palghat (Kerala ),male,0,8
"Vir Sen,Shri",Congress(I),Khurja-SC (Uttar Pradesh ),male,0,8
"Vyas,Shri Girdhari Lal",Congress(I),Bhilwara (Rajasthan ),male,0,8
"Wadiyar,Shri Srikanta Datta Narasimharaja",Congress(I),Mysore (Karnataka ),male,0,8
