name,party,Constituency & State,gender,is_nominated,nth loksabha
"Walia,Shri Charanjit Singh",Akali Dal,Patiala (Punjab ),male,0,8
"Wasnik,Shri Mukul Balkrishna",Congress(I),Buldhana-SC (Maharashtra ),male,0,8
"Yadav,Shri Kailash",Congress(I),Jalesar (Uttar Pradesh ),male,0,8
"Yadav,Shri Mahabir Prasad",Congress(I),Madhepura (Bihar ),male,0,8
"Yadav,Shri Shyamlal",Congress(I),Varanasi (Uttar Pradesh ),male,0,8
"Yadav,Shri Balram Singh",Congress(I),Mainpuri (Uttar Pradesh ),male,0,8
"Yadav,Shri Ramrao Narayanrao",Congress(I),Parbhani (Maharashtra ),male,0,8
"Yadav,Shri Ram Singh",Congress(I),Alwar (Rajasthan ),male,0,8
"Yadav,Shri Subhash",Congress(I),Khargone (Madhya Pradesh ),male,0,8
"Yadav,Shri Vijoy Kumar",CPI,Nalanda (Bihar ),male,0,8
"Yadava,Shri Deonandan Prasad",Congress(I),Monghyr (Bihar ),male,0,8
"Yashpal Singh,Shri",Congress(I),Saharanpur (Uttar Pradesh ),male,0,8
"Yazdani,Dr. Golam",Congress(I),Raiganj (West Bengal ),male,0,8
"Yogesh,Shri Yogeshwar Prasad",Congress(I),Chatra (Bihar ),male,0,8
"Zainal ,Shri Abedin",CPI(M),Jangipur (West Bengal ),male,0,8
"Abdul Samad,Shri A.K.A.",Congress(I),Vellore (Tamil Nadu ),male,0,9
"Acharia,Shri Basudeb",CPI(M),Bankura (West Bengal ),male,0,9
"Adaikalaraj,Shri Lourdusamy",Congress(I),Tiruchirappalli (Tamil Nadu ),male,0,9
"Advani, Shri Lal Krishna",BJP,New Delhi (NCT of Delhi ),male,0,9
"Agarwal,Shri Jai Prakash",Congress(I),Chandni Chowk (NCT of Delhi ),male,0,9
"Agnihotri,Shri Rajendra",BJP,Jhansi (Uttar Pradesh ),male,0,9
"Aher,Dr. Daulatrao",BJP,Nashik (Maharashtra ),male,0,9
"Ahmed,Shri Kamaluddin",Congress(I),Hanamkonda (Andhra Pradesh ),male,0,9
"Ajay Singh,Shri",JD,Agra (Uttar Pradesh ),male,0,9
"Akbar,Shri Mobashar Jawed",Congress(I),Kishanganj (Bihar ),male,0,9
"Alampadan,Shri Vijayaraghavan",CPI(M),Palghat (Kerala ),male,0,9
"Amat,Shri Debananda",JD,Sundergarh-ST (Odisha ),male,0,9
"Anand Singh,Shri",Congress(I),Gonda (Uttar Pradesh ),male,0,9
"Anbarasu,Shri Era",Congress(I),Madras Central (Tamil Nadu ),male,0,9
"Annayyagari,Shri Sai Prathap",Congress(I),Rajampet (Andhra Pradesh ),male,0,9
"Antony,Shri P.A.",Congress(I),Trichur (Kerala ),male,0,9
"Antulay,Shri Abdul Rehman",Congress(I),Kolaba (Maharashtra ),male,0,9
"Anwar Ahmad,Shri",JD,Unnao (Uttar Pradesh ),male,0,9
"Anwari,Shri Basavaraj Patil",JD,Koppal (Karnataka ),male,0,9
"Argal,Shri Chhabiram",BJP,Morena-SC (Madhya Pradesh ),male,0,9
"Arunachalam,Shri Mookaiah",Congress(I),Tenkasi-SC (Tamil Nadu ),male,0,9
"Ashokaraj,Shri A.",AIADMK,Perambalur-SC (Tamil Nadu ),male,0,9
"Athithan,Shri Dhanuskodi",Congress(I),Tiruchendur (Tamil Nadu ),male,0,9
"Atinder Pal Singh,Sardar",NM,Patiala (Punjab ),male,0,9
"Avedyanath,Mahant",ABHMS,Gorakhpur (Uttar Pradesh ),male,0,9
"Baig,Shri Arif",BJP,Betul (Madhya Pradesh ),male,0,9
"Bais,Shri Ramesh",BJP,Raipur (Madhya Pradesh ),male,0,9
"Baitha,Shri Mahendra",JD,Bagaha-SC (Bihar ),male,0,9
"Bajpai,Dr. Rajendra Kumari",Congress(I),Sitapur (Uttar Pradesh ),female,0,9
"Bala,Dr. Asim",CPI(M),Nabadwip-SC (West Bengal ),male,0,9
"Bala Goud,Shri Tadur",Congress(I),Nizamabad (Andhra Pradesh ),male,0,9
"Balaraman,Shri L.",Congress(I),Vandavasi (Tamil Nadu ),male,0,9
"Bali,Dr. Vyjayantimala",Congress(I),Madras South (Tamil Nadu ),female,0,9
"Banatwalla,Shri Gulam Mehmood",ML,Ponnani (Kerala ),male,0,9
"Banera,Shri Hemendra Singh",JD,Bhilwara (Rajasthan ),male,0,9
"Bankhele,Shri Kisan Rao",JD,Khed (Maharashtra ),male,0,9
"Bansi Lal,Shri",Congress(I),Bhiwani (Haryana ),male,0,9
"Barman,Shri Palas",RSP,Balurghat-SC (West Bengal ),male,0,9
"Basava Rajeswari,Smt.",Congress(I),Bellary (Karnataka ),female,0,9
"Basavapunnaiah Singam,Shri",Congress(I),Tenali (Andhra Pradesh ),male,0,9
"Basavaraj,Shri Gangasandra Siddappa",Congress(I),Tumkur (Karnataka ),male,0,9
"Basheer,Shri Thalekkunil",Congress(I),Chirayinkil (Kerala ),male,0,9
"Basu,Shri Anil",CPI(M),Arambagh (West Bengal ),male,0,9
"Basu,Shri Chitta",AIFB,Barasat (West Bengal ),male,0,9
"Beg,Shri Yusuf",JD,Mirzapur (Uttar Pradesh ),male,0,9
"Behera,Shri Bhajaman",JD,Dhenkanal (Odisha ),male,0,9
"Bengali Singh,Dr.",JD,Hathras-SC (Uttar Pradesh ),male,0,9
"Benjamin,Shri Salagala",Congress(I),Bapatla (Andhra Pradesh ),male,0,9
"Bhagat,Shri H.K.L.",Congress(I),East Delhi (NCT of Delhi ),male,0,9
"Bhagey Gobardhan,Shri",JD,Mayurbhanj-ST (Odisha ),male,0,9
"Bhajan Lal,Shri",Congress(I),Faridabad (Haryana ),male,0,9
"Bhakta,Shri Manoranjan",Congress(I),Andaman and Nicobar Islands (Andaman and Nicobar Islands ),male,0,9
"Bhardwaj,Shri Paras Ram",Congress(I),Sarangarh-SC (Madhya Pradesh ),male,0,9
"Bhargav,Shri Girdhari Lal",BJP,Jaipur (Rajasthan ),male,0,9
"Bhartiya,Shri Santosh",JD,Farrukhabad (Uttar Pradesh ),male,0,9
"Bhat,Shri Mohammad Shafi",J&KNC,Srinagar (Jammu and Kashmir ),male,0,9
"Bhatia,Shri Ramsewak",JD,Jalaun-SC (Uttar Pradesh ),male,0,9
"Bhattacharya,Prof. (Smt.) Malini",CPI(M),Jadavpur (West Bengal ),female,0,9
"Bhattacharya,Shri Nani",RSP,Berhampore (West Bengal ),male,0,9
"Bhosale,Shri Prataprao Baburao",Congress(I),Satara (Maharashtra ),male,0,9
"Bhoye,Shri Reshma Motiram",Congress(I),Dhule-ST (Maharashtra ),male,0,9
"Bhuria,Shri Dileep Singh",Congress(I),Jhabua-ST (Madhya Pradesh ),male,0,9
"Bopche,Dr. Khushal Parasram",BJP,Bhandara (Maharashtra ),male,0,9
"Brahm Dutt,Shri",Congress(I),Tehri Garhwal (Uttar Pradesh ),male,0,9
"Brahmbhatt,Shri Prakash Koko",JD,Baroda (Gujarat ),male,0,9
"Bulara,Smt. Rajinder Kaur",SAD(M),Ludhiana (Punjab ),female,0,9
"Chakraborty,Shri Susanta",CPI(M),Howrah (West Bengal ),male,0,9
"Chand Ram,Shri",JD,Hardoi-SC (Uttar Pradesh ),male,0,9
"Chandra Shekhar,Shri",JD,Ballia (Uttar Pradesh ),male,0,9
"Chandra Shekhar Singh,Shri",JD,Maharajganj (Bihar ),male,0,9
"Chandrasekhar,Smt. Maragatham",Congress(I),Sriperumbudur-SC (Tamil Nadu ),female,0,9
"Chandrashekarappa,Shri T.V.",Congress(I),Shimoga (Karnataka ),male,0,9
"Charles,Shri A.",Congress(I),Trivandrum (Kerala ),male,0,9
"Chatterjee,Shri Nirmal Kanti",CPI(M),Dumdum (West Bengal ),male,0,9
"Chatterjee,Shri Somnath",CPI(M),Bolpur (West Bengal ),male,0,9
"Chaudhary,Shri Ishwar",BJP,Gaya-SC (Bihar ),male,0,9
"Chaudhary,Shri Ram Prakash",Congress(I),Ambala-SC (Haryana ),male,0,9
"Chaudhary,Shri Rudrasen",BJP,Kaiserganj (Uttar Pradesh ),male,0,9
"Chaudhry,Sqn.Ldr.(Retd.) Kamal",BJP,Hoshiarpur (Punjab ),male,0,9
"Chauhan,Shri Prabhatsinh",JD,Kaira (Gujarat ),male,0,9
"Chauhan,Shri Bega Ram",JD,Ganganagar-SC (Rajasthan ),male,0,9
"Chavan,Smt. Premalabai Dajisaheb",Congress(I),Karad (Maharashtra ),female,0,9
"Chavda,Shri Khemchandbhai",JD,Patan-SC (Gujarat ),male,0,9
"Chennithala,Shri Ramesh",Congress(I),Kottayam (Kerala ),male,0,9
"Chennupati,Smt. Vidya",Congress(I),Vijayawada (Andhra Pradesh ),female,0,9
"Chhatwal,Shri Sartaj Singh",BJP,Hoshangabad (Madhya Pradesh ),male,0,9
"Chidambaram,Shri Palaniappan",Congress(I),Sivaganga (Tamil Nadu ),male,0,9
"Chinta Mohan,Dr.",Congress(I),Tirupathi-SC (Andhra Pradesh ),male,0,9
"Choudhary,Shri Lokanath",CPI,Jagatsinghpur (Odisha ),male,0,9
"Choudhary,Shri Ram Prasad",JD,Khalilabad (Uttar Pradesh ),male,0,9
"Choudhury,Shri Saifuddin",CPI(M),Katwa (West Bengal ),male,0,9
"Choudhury,Shri A.B.A. Ghani Khan",Congress(I),Malda (West Bengal ),male,0,9
"Chowdhary,Shri Dasai",JD,Rosera-SC (Bihar ),male,0,9
"Commander,Shri Mohamad Hassan",Ind.,Ladakh (Jammu and Kashmir ),male,0,9
"Damor,Shri Somjibhai",Congress(I),Dohad-ST (Gujarat ),male,0,9
"Dandavate,Prof. Madhu",JD,Rajapur (Maharashtra ),male,0,9
"Danwe,Shri Pundlik Hari",BJP,Jalna (Maharashtra ),male,0,9
"Das,Shri Anadi Charan",JD,Jajpur-SC (Odisha ),male,0,9
"Das,Shri Bhakta Charan",JD,Kalahandi (Odisha ),male,0,9
"Dasgupta,Dr. Biplab",CPI(M),Calcutta South (West Bengal ),male,0,9
"Datta,Shri Amal",CPI(M),Diamond Harbour (West Bengal ),male,0,9
"Deb Burman,H.H.Maharaja Manikya Kirit Bikram Kishore",Congress(I),Tripura East-ST (Tripura ),male,0,9
"Delkar, Shri Mohan S. ,",Ind.,Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli ),male,0,9
"Dennis,Shri N.",Congress(I),Nagercoil (Tamil Nadu ),male,0,9
"Deora,Shri Murli",Congress(I),Bombay South (Maharashtra ),male,0,9
"Deshmukh,Shri Anantrao",Congress(I),Washim (Maharashtra ),male,0,9
"Deshmukh,Prof. Ashokrao Anandrao",SS,Parbhani (Maharashtra ),male,0,9
"Deshmukh,Shri Chandubhai Shanabhai",BJP,Broach (Gujarat ),male,0,9
"Deshmukh,Shri Sudam",CPI,Amravati (Maharashtra ),male,0,9
"Dev,Shri Sontosh Mohan",Congress(I),Tripura West (Tripura ),male,0,9
"Devarajan,Shri B.",Congress(I),Rasipuram-SC (Tamil Nadu ),male,0,9
"Devi Lal,Shri",JD,Sikar (Rajasthan ),male,0,9
"Dhakne,Shri Babanrao Dadaba",JD,Beed (Maharashtra ),male,0,9
"Dhankhar,Ch. Jagdeep",JD,Jhunjhunu (Rajasthan ),male,0,9
"Dhanraj Singh,Shri",JD,Monghyr (Bihar ),male,0,9
"Dhawan,Shri Harmohan",JD,Chandigarh (Chandigarh ),male,0,9
"Dhumal,Prof. Prem Kumar",BJP,Hamirpur (Himachal Pradesh ),male,0,9
"Dikshit,Shri Narsingh Rao",BJP,Bhind (Madhya Pradesh ),male,0,9
"Dinesh Singh,Shri",Congress(I),Pratapgarh (Uttar Pradesh ),male,0,9
"Dome,Dr. Ram Chandra",CPI(M),Birbhum-SC (West Bengal ),male,0,9
"Dore,Shri Raja Ambanna Nayak",Congress(I),Raichur (Karnataka ),male,0,9
"Dutt,Shri Sunil",Congress(I),Bombay North West (Maharashtra ),male,0,9
"Faleiro,Shri Eduardo",Congress(I),Mormugao (Goa ),male,0,9
"Fernandes,Shri George",JD,Muzaffarpur (Bihar ),male,0,9
"Fernandes,Shri Oscar",Congress(I),Udipi (Karnataka ),male,0,9
"Fernandez,Shri Joss",NM,,male,1,9
"Fundkar,Shri Pandurang Pundalik",BJP,Akola (Maharashtra ),male,0,9
"Gadgil,Shri Vithal Narhar",Congress(I),Pune (Maharashtra ),male,0,9
"Gaikwad,Shri Udaysingrao",Congress(I),Kolhapur (Maharashtra ),male,0,9
"Gajapathi,Shri Gopi Nath",Congress(I),Berhampur (Odisha ),male,0,9
"Gamang,Shri Giridhar",Congress(I),Koraput-ST (Odisha ),male,0,9
"Gamit,Shri Chhitubhai",Congress(I),Mandvi-ST (Gujarat ),male,0,9
"Gandhi,Shri Rajiv",Congress(I),Amethi (Uttar Pradesh ),male,0,9
"Gandhi,Smt. Maneka Sanjay",JD,Pilibhit (Uttar Pradesh ),female,0,9
"Gangadhar,Shri S.",Congress(I),Hindupur (Andhra Pradesh ),male,0,9
"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh ),male,0,9
"Gavit,Shri Manikrao Hodlya",Congress(I),Nandurbar-ST (Maharashtra ),male,0,9
"Giri,Prof. Sudhir Kumar",CPI(M),Contai (West Bengal ),male,0,9
"Gokhale,Shri Vidyadhar",SS,Bombay North Central (Maharashtra ),male,0,9
"Gounder,Shri Senapathi A.",Congress(I),Palani (Tamil Nadu ),male,0,9
"Gowda,Shri D.M. Putte",Congress(I),Chikmagalur (Karnataka ),male,0,9
"Gudadinni,Shri Basagondappa Kadappa",Congress(I),Bijapur (Karnataka ),male,0,9
"Gujral,Shri Inder Kumar",JD,Jullundur (Punjab ),male,0,9
"Gupta,Shri Dharmpal Singh",BJP,Rajnandgaon (Madhya Pradesh ),male,0,9
"Gupta,Shri Janak Raj",Congress(I),Jammu (Jammu and Kashmir ),male,0,9
"Gupta,Shri Indrajit",CPI,Midnapore (West Bengal ),male,0,9
"Handoo,Shri Piyare Lal",J&KNC,Anantnag (Jammu and Kashmir ),male,0,9
"Hansda,Shri Matilal",CPI(M),Jhargram-ST (West Bengal ),male,0,9
"Harish Pal,Shri",JD,Meerut (Uttar Pradesh ),male,0,9
"Heera Bhai,Shri",JD,Banswara-ST (Rajasthan ),male,0,9
"Het Ram,Shri",JD,Sirsa-SC (Haryana ),male,0,9
"Hossain,Shri Syed Masudal",CPI(M),Murshidabad (West Bengal ),male,0,9
"Hota,Shri Bhabani Shankar",JD,Sambalpur (Odisha ),male,0,9
"Inder Jit,Shri",GNLF,Darjeeling (West Bengal ),male,0,9
"Jaffer Sharief,Shri C.K.",Congress(I),Bangalore North (Karnataka ),male,0,9
"Jag Pal Singh,Shri",Congress(I),Hardwar-SC (Uttar Pradesh ),male,0,9
"Jai Parkash,Shri",JD,Hissar (Haryana ),male,0,9
"Jamod,Shri Shashi Bhai",Congress(I),Bhavnagar (Gujarat ),male,0,9
"Jamuna,Smt. Juluri",Congress(I),Rajahmundry (Andhra Pradesh ),female,0,9
"Janarthanan,Shri M.R. Kadambur",AIADMK,Tirunelveli (Tamil Nadu ),male,0,9
"Jangde,Shri Resham Lal",BJP,Bilaspur-SC (Madhya Pradesh ),male,0,9
"Jatav,Shri Than Singh",BJP,Bayana-SC (Rajasthan ),male,0,9
"Jatiya,Dr. Satyanarayan",BJP,Ujjain-SC (Madhya Pradesh ),male,0,9
"Jawali,Dr. Basawaraj",Congress(I),Gulbarga (Karnataka ),male,0,9
"Jayamohan,Shri Adikesavan",Congress(I),Tirupattur (Tamil Nadu ),male,0,9
"Jeevarathinam,Shri Rangaswamy",Congress(I),Arakkonam (Tamil Nadu ),male,0,9
"Jena,Shri Srikant Kumar",JD,Cuttack (Odisha ),male,0,9
"Jha,Shri Bhogendra",CPI,Madhubani (Bihar ),male,0,9
"Jhikram,Shri Mohan Lal",Congress(I),Mandla-ST (Madhya Pradesh ),male,0,9
"Jorawar Ram,Shri",JD,Palamau-SC (Bihar ),male,0,9
"Joshi,Vaidya Dau Dayal",BJP,Kota (Rajasthan ),male,0,9
"Judeo,Shri Dilip Singh",BJP,Janjgir (Madhya Pradesh ),male,0,9
"Kabde,Dr. Venkatesh",JD,Nanded (Maharashtra ),male,0,9
"Kale,Shri Sukhdeo Nandaji",BJP,Buldhana-SC (Maharashtra ),male,0,9
"Kalka Dass,Shri",BJP,Karol Bagh-SC (NCT of Delhi ),male,0,9
"Kallimuthu,Dr. K.",AIADMK,Sivakasi (Tamil Nadu ),male,0,9
"Kalvi,Shri Kalyan Singh",JD,Barmer (Rajasthan ),male,0,9
"Kamal Nath,Shri",Congress(I),Chhindwara (Madhya Pradesh ),male,0,9
"Kamble,Shri Arvind Tulsiram",Congress(I),Osmanabad-SC (Maharashtra ),male,0,9
"Kamson,Prof. Meijinlung",Congress(I),Outer Manipur-ST (Manipur ),male,0,9
"Kanithi Viswanatham,Dr.",Congress(I),Srikakulam (Andhra Pradesh ),male,0,9
"Kapse,Prof. Ram",BJP,Thane (Maharashtra ),male,0,9
"Karriydula,Smt. Kamala Kumari",Congress(I),Bhadrachalam-ST (Andhra Pradesh ),female,0,9
"Kataria,Shri Gulab Chand",BJP,Udaipur (Rajasthan ),male,0,9
"Kaul,Smt. Sheila",Congress(I),Raebareli (Uttar Pradesh ),female,0,9
"Kaushik,Shri Purushottam",JD,Durg (Madhya Pradesh ),male,0,9
"Keshari Lal,Shri",JD,Ghatampur-SC (Uttar Pradesh ),male,0,9
"Khalsa,Smt. Bimal Kaur",SAD(M),Ropar-SC (Punjab ),female,0,9
"Khan,Shri Fasi-ur-Rehman Munnan",Ind.,Balrampur (Uttar Pradesh ),male,0,9
"Khan,Shri Sukhendu",CPI(M),Vishnupur-SC (West Bengal ),male,0,9
"Khan,Haji Ghulam Mohd.",JD,Moradabad (Uttar Pradesh ),male,0,9
"Khan,Shri Arif Mohammed",BSP,Bahraich (Uttar Pradesh ),male,0,9
"Khan,Shri Zulfiquar Ali",Congress(I),Rampur (Uttar Pradesh ),male,0,9
"Khandelwal,Shri Pyarelal",BJP,Raigarh-ST (Madhya Pradesh ),male,0,9
"Khanoria,Maj. D.D.",BJP,Kangra (Himachal Pradesh ),male,0,9
"Khatique,Shri Shanker Lal",BJP,Sagar-SC (Madhya Pradesh ),male,0,9
"Khuddian,Shri Jagdev Singh",SAD(M),Faridkot (Punjab ),male,0,9
"Khurana,Shri Madan Lal",BJP,South Delhi (NCT of Delhi ),male,0,9
"Kirpal Singh,Shri",Ind.,Amritsar (Punjab ),male,0,9
"Kodikunnil,Shri Suresh",Congress(I),Adoor-SC (Kerala ),male,0,9
"Konathala,Shri Rama Krishna",Congress(I),Anakapalli (Andhra Pradesh ),male,0,9
"Kordia,Shri Chandresh Patel",BJP,Jamnagar (Gujarat ),male,0,9
"Kotadia,Shri Manubhai",JD,Amreli (Gujarat ),male,0,9
"Krishna,Shri Ghattamaneni",Congress(I),Eluru (Andhra Pradesh ),male,0,9
"Krishna Kumar,Shri S.",Congress(I),Quilon (Kerala ),male,0,9
"Krishna Murthy,Shri Kusuma",Congress(I),Amalapuram-SC (Andhra Pradesh ),male,0,9
"Kumar,Shri Shanta",BJP,Kangra (Himachal Pradesh ),male,0,9
"Kumaramangalam,Shri P.R.",Congress(I),Salem (Tamil Nadu ),male,0,9
"Kundu,Shri Samarendra",JD,Balasore (Odisha ),male,0,9
"Kuppuswamy,Shri C.K.",Congress(I),Coimbatore (Tamil Nadu ),male,0,9
"Kurien,Prof. P.J.",Congress(I),Mavelikara (Kerala ),male,0,9
"Kushwaha,Shri Jagdish Singh",Ind.,Ghazipur (Uttar Pradesh ),male,0,9
"Lakha,Shri Harbhajan",BSP,Phillaur-SC (Punjab ),male,0,9
"Lakshmanan,Prof. (Smt.) Savithri",Congress(I),Mukundapuram (Kerala ),female,0,9
"Lalu Prasad,Shri",JD,Chapra (Bihar ),male,0,9
"Lodha,Shri Gumanmal",BJP,Pali (Rajasthan ),male,0,9
"Made Gowda,Shri G.",Congress(I),Mandya (Karnataka ),male,0,9
"Mahabir Prasad,Shri",Congress(I),Banasgaon-SC (Uttar Pradesh ),male,0,9
"Mahadik,Shri Vamanrao",SS,Bombay South Central (Maharashtra ),male,0,9
"Mahajan,Shri Yadav Shivram",Congress(I),Jalgaon (Maharashtra ),male,0,9
"Mahale,Shri Haribhau",JD,Malegaon-ST (Maharashtra ),male,0,9
"Mahata,Shri Chitta Ranjan",AIFB,Purulia (West Bengal ),male,0,9
"Mahato,Shri Shailendra",JMM,Jamshedpur (Bihar ),male,0,9
"Makkasar,Shri Shopat Singh",CPI(M),Bikaner (Rajasthan ),male,0,9
"Malhotra,Prof. Vijay Kumar",BJP,Delhi Sadar (NCT of Delhi ),male,0,9
"Malik,Shri Satya Pal",JD,Aligarh (Uttar Pradesh ),male,0,9
"Malik,Shri Purna Chandra",CPI(M),Durgapur-SC (West Bengal ),male,0,9
"Mallik,Shri Mangaraj",JD,Bhadrak-SC (Odisha ),male,0,9
"Mallikarjun,Dr.",Congress(I),Mahbubnagar (Andhra Pradesh ),male,0,9
"Mallu,Shri Anantha Ramulu",Congress(I),Nagarkurnool-SC (Andhra Pradesh ),male,0,9
"Mand,Shri Bhai Dhian Singh",SAD(M),Ferozepur (Punjab ),male,0,9
"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal ),male,0,9
"Mandhata Singh,Shri",JD,Lucknow (Uttar Pradesh ),male,0,9
"Mane,Shri Rajaram Alias Balasaheb Shankarrao",Congress(I),Ichalkaranji (Maharashtra ),male,0,9
"Manemma,Smt. Tangaturi",Congress(I),Secunderabad (Andhra Pradesh ),female,0,9
"Manjay Lal,Shri",JD,Samastipur (Bihar ),male,0,9
"Mann,Sardar Simranjit Singh",SAD(M),Taran Taran (Punjab ),male,0,9
"Mantosh,Shri Paul",NM,,male,1,9
"Manvar,Shri Balvantbhai",JD,Porbandar (Gujarat ),male,0,9
"Manvendra Singh,Shri",JD,Mathura (Uttar Pradesh ),male,0,9
"Marak,Shri Sanford",Congress(I),Tura (Meghalaya ),male,0,9
"Marandi,Shri Simon",JMM,Rajmahal-ST (Bihar ),male,0,9
"Marbaniang,Shri Peter G.",Congress(I),Shillong (Meghalaya ),male,0,9
"Masood,Shri Rasheed",JD,Saharanpur (Uttar Pradesh ),male,0,9
"Mathew,Shri Palai K.M.",Congress(I),Idukki (Kerala ),male,0,9
"Mayawati,Kumari .",BSP,Bijnor-SC (Uttar Pradesh ),female,0,9
"Mayekar,Prof. Gopal",MGP,Panaji (Goa ),male,0,9
"Meena,Dr. Kirodilal",BJP,Sawai Madhopur-ST (Rajasthan ),male,0,9
"Meena,Shri Nand Lal",BJP,Salumber-ST (Rajasthan ),male,0,9
"Meghwal,Shri Kailash",BJP,Jalore-SC (Rajasthan ),male,0,9
"Mehta,Smt. Jayawanti Ben Navinchandra",BJP,Bombay North East (Maharashtra ),female,0,9
"Mewar,Shri Mahendra Singh",BJP,Chittorgarh (Rajasthan ),male,0,9
"Mirdha,Shri Nathu Ram",JD,Nagaur (Rajasthan ),male,0,9
"Mishra,Shri Janeshwar",JD,Allahabad (Uttar Pradesh ),male,0,9
"Mishra,Shri Balgopal",JD,Bolangir (Odisha ),male,0,9
"Mishra,Shri Raj Mangal",JD,Gopalganj (Bihar ),male,0,9
"Misra,Shri Satyagopal",CPI(M),Tamluk (West Bengal ),male,0,9
"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal ),male,0,9
"Mudalagiriyappa,Shri C.P.",CPI(M),Chitradurga (Karnataka ),male,0,9
"Mujahid,Shri Babajan Miran",Congress(I),Dharwad South (Karnataka ),male,0,9
"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal ),female,0,9
"Mukhopadhyay,Shri Ajoy",CPI(M),Krishnagar (West Bengal ),male,0,9
"Mullappally,Shri Ramachandran",Congress(I),Cannanore (Kerala ),male,0,9
"Multan Singh,Choudhary",JD,Jalesar (Uttar Pradesh ),male,0,9
"Munda,Shri Govind Chandra",JD,Keonjhar-ST (Odisha ),male,0,9
"Munda,Shri Kariya",BJP,Khunti-ST (Bihar ),male,0,9
"Munjare,Shri Kankar",Ind.,Balaghat (Madhya Pradesh ),male,0,9
"Muraleedharan,Shri K.",Congress(I),Calicut (Kerala ),male,0,9
"Murthy,Shri M.V.Chandrashekhara",Congress(I),Kanakapura (Karnataka ),male,0,9
"Muthiah,Shri R.",AIADMK,Periyakulam (Tamil Nadu ),male,0,9
"Naik,Shri Devaraya G.",Congress(I),Kanara (Karnataka ),male,0,9
"Naik,Shri Ram",BJP,Bombay North (Maharashtra ),male,0,9
"Naikar,Shri D.K.",Congress(I),Dharwad North (Karnataka ),male,0,9
"Narayanan,Shri K.R.",Congress(I),Ottapalam-SC (Kerala ),male,0,9
"Narayanan,Shri P.G.",AIADMK,Gobichettipalayam (Tamil Nadu ),male,0,9
"Nathu Singh,Shri",BJP,Dausa (Rajasthan ),male,0,9
"Nayak,Shri Nakul",JD,Phulbani-SC (Odisha ),male,0,9
"Negi,Shri Chandra Mohan Singh",JD,Garhwal (Uttar Pradesh ),male,0,9
"Nehru,Shri Arun Kumar",JD,Bilhaur (Uttar Pradesh ),male,0,9
"Netam,Shri Arvind Vishram Singh",Congress(I),Kanker-ST (Madhya Pradesh ),male,0,9
"Nikam,Shri Govind Rao",Congress(I),Ratnagiri (Maharashtra ),male,0,9
"Nitish Kumar,Shri",JD,Barh (Bihar ),male,0,9
"Odeyar,Shri Channaiah",Congress(I),Davangere (Karnataka ),male,0,9
"Oraon,Smt. Sumati",Congress(I),Lohardaga-ST (Bihar ),female,0,9
"Owaisi,Shri Sultan Salahuddin",AIMIM,Hyderabad (Andhra Pradesh ),male,0,9
"Pacherwal,Shri Gopal",JD,Tonk-SC (Rajasthan ),male,0,9
"Packeer Mohamed,Shri E.S.M.",Congress(I),Mayiladuturai (Tamil Nadu ),male,0,9
"Pal,Dr. Debiprosad",Congress(I),Calcutta North West (West Bengal ),male,0,9
"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal ),male,0,9
"Pal,Dr. Mahendra Singh",JD,Nainital (Uttar Pradesh ),male,0,9
"Pallani Shamy,Shri K.C .",AIADMK,Tiruchengode (Tamil Nadu ),male,0,9
"Pande,Shri Raj Mangal",JD,Deoria (Uttar Pradesh ),male,0,9
"Pandey,Prof. Yadunath",BJP,Hazaribagh (Bihar ),male,0,9
"Pandey,Dr. Laxminarayan",BJP,Mandsaur (Madhya Pradesh ),male,0,9
"Pandian,Shri D.",Congress(I),Madras North (Tamil Nadu ),male,0,9
"Pani,Shri Ravi Narayan",JD,Deogarh (Odisha ),male,0,9
"Panja,Shri Ajit Kumar",Congress(I),Calcutta North East (West Bengal ),male,0,9
"Panneerselvam,Shri Kanchi",AIADMK,Chengalpattu (Tamil Nadu ),male,0,9
"Panwar,Shri Harpal Singh",JD,Kairana (Uttar Pradesh ),male,0,9
"Paranjpe,Shri Baburao",BJP,Jabalpur (Madhya Pradesh ),male,0,9
"Paraste,Shri Dalpat Singh",BJP,Shahdol-ST (Madhya Pradesh ),male,0,9
"Parmai Lal,Shri",JD,Hardoi-SC (Uttar Pradesh ),male,0,9
"Paswan,Shri Chhedi",JD,Sasaram-SC (Bihar ),male,0,9
"Paswan,Shri Ram Vilas",JD,Hajipur-SC (Bihar ),male,0,9
"Paswan,Shri Sukdeo",JD,Araria-SC (Bihar ),male,0,9
"Patel,Shri Prahlad Singh",BJP,Seoni (Madhya Pradesh ),male,0,9
"Patel,Shri Arjunbhai",JD,Bulsar-ST (Gujarat ),male,0,9
"Patel,Shri Maganbhai",JD,Sabarkantha (Gujarat ),male,0,9
"Patel,Shri Natubhai Manibhai",BJP,Anand (Gujarat ),male,0,9
"Patel,Shri Somabhai Gandalal Koli",BJP,Surendranagar (Gujarat ),male,0,9
